call_id,received_at,line,caller_ref,wait_seconds,talk_seconds,outcome,handled_by
C007025,2026-05-20 14:54:50,New Patients,P00663,7,306,answered,R04
C007026,2026-05-20 15:01:04,Main,P03518,9,192,answered,R02
C007027,2026-05-20 15:06:11,New Patients,P03907,13,249,answered,R01
C007028,2026-05-20 15:13:48,New Patients,P00079,11,291,answered,R01
C007029,2026-05-20 15:28:02,Main,P03558,4,357,answered,R03
C007030,2026-05-20 15:36:03,New Patients,P01587,21,112,answered,R04
C007031,2026-05-20 15:41:12,Main ,P03768,,117,answered,R03
C007032,2026-05-20 15:55:05,Main,P03470,11,281,answered,R02
C007033,2026-05-20 15:56:45,Billing,P03226,7,132,ANSWERED,R04
C007034,2026-05-20 16:07:06,New Patients,P01286,,501,answered,R02
C007035,2026-05-20 16:09:01,Billing,P01902,14,601,ANSWERED,R03
C007036,2026-05-20 16:17:37,Main,P04101,31,97,ANSWERED,R02
C007037,2026-05-20 16:24:59,Main,P02702,8,169,ANSWERED,R02
C007038,2026-05-20 16:26:44,Main,P03509,5,133,answered,R01
C007039,2026-05-20 16:31:33,New Patients,P01160,9,216,answered,R04
C007040,2026-05-20 16:35:33,Main,P00925,9,188,ANSWERED,R03
C007041,2026-05-20 16:46:05,Main,P01844,12,515,answered,R03
C007042,2026-05-20 16:56:07,New Patients,P03869,4,300,answered,R03
C007043,2026-05-20 17:23:39,Billing,P03449,13,640,ANSWERED,R03
C007044,2026-05-20 17:25:22,Billing,P02273,16,223,ANSWERED,R04
C007045,2026-05-20 17:34:31,New Patients ,P03136,9,225,ANSWERED,R04
C007046,2026-05-21 08:09:59,Main,P00088,5,220,answered,R02
C007047,2026-05-21 08:11:00,New Patients,P02977,,166,ANSWERED,R01
C007048,2026-05-21 08:15:50,New Patients,P02552,12,335,ANSWERED,R02
C007049,2026-05-21 08:17:41,New Patients,P00963,8,282,answered,R01
C007050,2026-05-21 08:24:00,New Patients ,P01069,3,200,ANSWERED,R01
C007051,2026-05-21 08:29:49,Main,P03729,16,203,answered,R02
C007052,2026-05-21 08:40:34,New Patients,P04024,,302,ANSWERED,R02
C007053,2026-05-21 08:42:35,New Patients,P01533,16,383,ANSWERED,R01
C007054,2026-05-21 08:43:55,Main,P00772,26,0,abandoned,
C007055,2026-05-21 08:58:01,New Patients,P00822,9,427,Answered,R01
C007056,2026-05-21 09:07:26,Main,P03292,7,185,ANSWERED,R01
C007057,2026-05-21 09:11:11,New Patients,P02501,8,768,answered,R02
C007058,2026-05-21 09:16:41,New Patients,P01649,7,212,Answered,R01
C007059,2026-05-21 09:17:10,New Patients,P00447,10,0,Abandoned,
C007060,2026-05-21 09:30:28,Main,P03530,17,239,answered,R03
C007061,2026-05-21 09:33:14,Main,P01512,4,133,answered,R02
C007062,2026-05-21 09:35:04,Main,P01804,9,258,Answered,R01
C007063,2026-05-21 09:38:03,New Patients,P00877,13,342,Answered,R02
C007064,2026-05-21 09:42:43,Billing,P00627,6,191,ANSWERED,R04
C007065,2026-05-21 09:44:58,New Patients,P03403,25,269,ANSWERED,R03
C007066,2026-05-21 09:44:07,New Patients,P02851,3,133,answered,R01
C007067,2026-05-21 09:50:56,Main,P00231,6,475,Answered,R03
C007068,2026-05-21 09:52:03,Main,P02481,6,139,ANSWERED,R01
C007069,2026-05-21 09:55:11,New Patients,P00931,15,414,Answered,R02
C007070,2026-05-21 09:59:00,Main,P00341,4,215,answered,R01
C007071,2026-05-21 10:03:19,Main,P00776,4,205,answered,R04
C007072,2026-05-21 10:05:31,Main,P03125,5,219,ANSWERED,R03
C007073,2026-05-21 10:09:04,Main,P03355,15,197,answered,R01
C007074,2026-05-21 10:09:39,New Patients,P03831,10,399,answered,R04
C007075,2026-05-21 10:10:30,Billing,P00459,11,99,answered,R03
C007076,2026-05-21 10:16:58,Main,P00574,13,201,answered,R02
C007077,2026-05-21 10:17:35,New Patients,P02213,25,402,answered,R01
C007078,2026-05-21 10:18:28,Main,P03041,7,182,answered,R04
C007079,2026-05-21 10:27:24,New Patients,P02957,4,295,Answered,R04
C007080,2026-05-21 10:45:30,Main,P00277,15,65,ANSWERED,R03
C007081,2026-05-21 11:07:55,Main,P02859,,195,answered,R02
C007082,2026-05-21 11:12:52,New Patients,P03147,5,537,answered,R01
C007083,2026-05-21 11:53:06,New Patients,P02011,7,166,Answered,R03
C007083,2026-05-21 11:53:06,New Patients,P02011,7,166,Answered,R03
C007084,2026-05-21 12:02:38,Main,P02505,,250,Answered,R02
C007085,2026-05-21 12:02:14,Main,P03268,4,402,answered,R01
C007086,2026-05-21 12:09:19,New Patients,P01911,11,172,answered,R02
C007087,2026-05-21 12:13:30,Billing,P02613,16,480,answered,R03
C007088,2026-05-21 12:18:52,Billing,P03719,3,143,Answered,R01
C007089,2026-05-21 12:24:58,New Patients,P00962,11,203,answered,R04
C007090,2026-05-21 12:26:42,New Patients,P04036,9,246,ANSWERED,R03
C007090,2026-05-21 12:26:42,New Patients,P04036,9,246,ANSWERED,R03
C007091,2026-05-21 12:46:30,New Patients,P03779,4,639,Answered,R04
C007092,2026-05-21 12:51:03,Main ,P02618,45,0,Voicemail,
C007093,2026-05-21 12:54:11,New Patients ,P00425,67,0,VOICEMAIL,
C007094,2026-05-21 12:59:21,New Patients,P00213,9,271,answered,R04
C007095,2026-05-21 13:03:57,Billing,P00016,7,0,ABANDONED,
C007096,2026-05-21 13:03:46,Main,P02977,35,0,voicemail,
C007097,2026-05-21 13:09:56,Main,P04142,12,136,ANSWERED,R04
C007098,2026-05-21 13:10:17,Main,P00220,40,0,abandoned,
C007099,2026-05-21 13:11:28,New Patients,P03362,52,0,Voicemail,
C007100,2026-05-21 13:14:36,Billing,P01564,5,264,answered,R04
C007101,2026-05-21 13:15:03,New Patients,P02693,54,0,voicemail,
C007102,2026-05-21 13:34:05,Main,P01313,4,249,ANSWERED,R02
C007103,2026-05-21 13:34:03,Main,P03685,5,121,ANSWERED,R03
C007104,2026-05-21 14:07:00,Main,P03879,3,113,ANSWERED,R01
C007105,2026-05-21 14:41:03,Main,P01816,5,282,ANSWERED,R02
C007106,2026-05-21 15:10:43,Main,P03487,10,230,Answered,R04
C007107,2026-05-21 15:26:27,Main ,P04142,18,178,ANSWERED,R04
C007108,2026-05-21 15:33:51,New Patients,P03820,,117,Answered,R02
C007109,2026-05-21 15:33:07,New Patients,P02138,4,350,answered,R04
C007110,2026-05-21 15:53:54,Main,P00643,3,192,answered,R04
C007111,2026-05-21 16:18:32,Main,P00482,6,263,ANSWERED,R02
C007112,2026-05-21 16:32:28,Billing ,P00703,,453,answered,R03
C007113,2026-05-21 16:48:07,Main,P02912,3,161,ANSWERED,R04
C007114,2026-05-21 16:51:12,New Patients ,P03922,4,251,ANSWERED,R03
C007115,2026-05-21 16:51:33,Main ,P02239,20,0,abandoned,
C007116,2026-05-21 16:55:20,New Patients,P02563,13,162,answered,R04
C007117,2026-05-21 16:59:12,New Patients,P03096,5,308,answered,R03
C007118,2026-05-21 17:00:14,Main,P00079,17,255,answered,R04
C007119,2026-05-21 17:07:41,Main,P00865,13,207,ANSWERED,R03
C007120,2026-05-21 17:17:14,Main,P02148,14,41,Answered,R04
C007121,2026-05-21 17:49:16,Main,P04051,4,270,answered,R04
C007122,2026-05-21 17:50:29,Main ,P00650,3,260,ANSWERED,R03
C007123,2026-05-21 17:55:02,Main,P00077,,157,Answered,R04
C007124,2026-05-22 08:11:29,Main,P02706,7,177,ANSWERED,R02
C007125,2026-05-22 08:18:37,New Patients,P00348,20,304,ANSWERED,R02
C007126,2026-05-22 08:29:53,New Patients,P02349,5,341,answered,R02
C007127,2026-05-22 08:42:42,Main,P04039,18,298,ANSWERED,R01
C007128,2026-05-22 08:43:24,Billing,P02640,16,117,answered,R02
C007129,2026-05-22 08:43:15,New Patients,P01485,21,0,abandoned,
C007130,2026-05-22 08:47:36,New Patients,P03883,,260,answered,R02
C007131,2026-05-22 09:07:23,New Patients ,P00829,14,386,ANSWERED,R02
C007132,2026-05-22 09:19:52,Main,P02463,,267,answered,R01
C007133,2026-05-22 09:23:46,Main,P00945,3,343,ANSWERED,R02
C007134,2026-05-22 09:32:16,Main,P03702,6,309,Answered,R01
C007135,2026-05-22 09:35:23,Main,P04188,,343,ANSWERED,R02
C007136,2026-05-22 09:39:39,Main,P01047,3,151,ANSWERED,R01
C007137,2026-05-22 09:44:52,Main,P02677,13,276,Answered,R01
C007138,2026-05-22 09:46:35,Main,P00065,,117,answered,R02
C007139,2026-05-22 09:57:33,Main,P00767,10,240,answered,R02
C007140,2026-05-22 09:59:15,Main,P01108,4,141,answered,R04
C007141,2026-05-22 10:00:50,Main ,P01014,5,115,answered,R01
C007142,2026-05-22 10:01:14,Main,P01831,,240,answered,R03
C007143,2026-05-22 10:05:37,New Patients,P03150,14,213,answered,R01
C007144,2026-05-22 10:25:15,Main,P01193,10,138,answered,R03
C007145,2026-05-22 10:31:49,New Patients ,P01797,5,382,ANSWERED,R03
C007146,2026-05-22 10:53:59,Billing,P01777,15,207,ANSWERED,R02
C007147,2026-05-22 11:04:52,Billing,P02900,16,195,answered,R02
C007148,2026-05-22 11:10:10,Main,P00208,7,225,Answered,R01
C007149,2026-05-22 11:11:32,New Patients,P01855,,489,answered,R03
C007150,2026-05-22 11:18:02,New Patients,P01867,18,409,ANSWERED,R01
C007151,2026-05-22 11:26:53,New Patients,P01444,10,209,answered,R04
C007152,2026-05-22 11:52:50,Main,P02864,7,155,answered,R03
C007153,2026-05-22 12:09:50,Billing,P03796,20,236,answered,R02
C007154,2026-05-22 12:14:14,Main,P02079,10,170,Answered,R04
C007155,2026-05-22 12:15:04,Main,P02788,16,114,answered,R01
C007156,2026-05-22 12:20:44,Main,P03190,9,292,ANSWERED,R03
C007157,2026-05-22 12:31:30,New Patients,P03099,12,153,answered,R04
C007158,2026-05-22 12:34:57,Main,P00712,52,0,voicemail,
C007159,2026-05-22 12:45:21,Main,P02999,13,94,answered,R04
C007160,2026-05-22 12:53:46,Main,P01687,9,235,answered,R04
C007161,2026-05-22 12:54:28,Main,P00640,37,0,VOICEMAIL,
C007162,2026-05-22 12:55:08,Main,P01138,11,0,ABANDONED,
C007163,2026-05-22 12:57:52,Main,P03729,4,0,Abandoned,
C007164,2026-05-22 13:01:35,New Patients,P01434,,330,ANSWERED,R04
C007165,2026-05-22 13:02:00,New Patients,P03391,4,0,ABANDONED,
C007166,2026-05-22 13:06:34,New Patients,P00136,79,0,Voicemail,
C007167,2026-05-22 13:11:35,Billing,P03339,6,243,ANSWERED,R04
C007168,2026-05-22 13:13:05,Billing,P01385,52,0,VOICEMAIL,
C007169,2026-05-22 13:14:59,Main,P00148,3,0,ABANDONED,
C007170,2026-05-22 13:28:38,New Patients,P01701,3,271,ANSWERED,R04
C007171,2026-05-22 13:39:03,Main,P04102,20,101,Answered,R03
C007172,2026-05-22 13:44:44,New Patients,P00670,7,399,Answered,R01
C007173,2026-05-22 13:46:43,Billing,P00580,,293,answered,R02
C007174,2026-05-22 14:17:16,New Patients,P00606,18,178,ANSWERED,R02
C007175,2026-05-22 15:36:59,Billing,P02730,15,159,Answered,R02
C007176,2026-05-22 15:53:32,New Patients,P01240,7,237,ANSWERED,R04
C007177,2026-05-22 15:59:07,New Patients,P02508,7,374,ANSWERED,R02
C007178,2026-05-22 16:02:10,Billing,P00176,10,317,answered,R03
C007179,2026-05-22 16:06:27,New Patients,P00067,17,421,Answered,R04
C007180,2026-05-22 16:07:39,Main,P00700,3,185,answered,R01
C007181,2026-05-22 16:18:23,New Patients,P01695,,399,ANSWERED,R02
C007182,2026-05-22 16:23:30,New Patients,P00047,22,454,answered,R03
C007183,2026-05-22 16:41:29,New Patients,P02307,6,440,answered,R03
C007184,2026-05-22 16:42:46,New Patients,P03321,6,516,ANSWERED,R04
C007185,2026-05-22 16:58:51,New Patients,P02282,4,212,Answered,R03
C007186,2026-05-22 17:14:00,Main,P03874,8,246,ANSWERED,R03
C007187,2026-05-22 17:22:02,Main,P03097,22,374,Answered,R03
C007188,2026-05-22 17:36:49,New Patients,P02239,15,308,answered,R04
C007189,2026-05-22 17:41:32,New Patients,P02347,5,571,ANSWERED,R03
C007190,2026-05-26 08:04:59,Main,P00230,10,111,answered,R02
C007191,2026-05-26 08:04:33,New Patients ,P01638,9,340,ANSWERED,R01
C007192,2026-05-26 08:11:47,Main,P01229,12,305,answered,R02
C007193,2026-05-26 08:21:51,New Patients,P00909,4,363,answered,R01
C007194,2026-05-26 09:04:19,New Patients,P03078,13,519,ANSWERED,R02
C007195,2026-05-26 09:07:10,New Patients,P01292,,340,Answered,R01
C007196,2026-05-26 09:10:26,Main,P03727,68,0,voicemail,
C007196,2026-05-26 09:10:26,Main,P03727,68,0,voicemail,
C007197,2026-05-26 09:13:18,New Patients ,P02276,37,0,Voicemail,
C007198,2026-05-26 09:17:35,New Patients,P03833,7,230,answered,R02
C007199,2026-05-26 09:27:55,Billing,P00335,15,213,ANSWERED,R01
C007200,2026-05-26 09:30:48,Main,P00634,14,183,Answered,R02
C007201,2026-05-26 09:33:40,Main ,P02358,8,268,Answered,R03
C007202,2026-05-26 09:39:51,Main,P02765,3,175,ANSWERED,R02
C007203,2026-05-26 09:43:31,New Patients ,P01189,8,243,ANSWERED,R04
C007204,2026-05-26 09:50:23,Main,P00146,4,214,Answered,R01
C007205,2026-05-26 09:55:00,Billing,P01479,,487,answered,R02
C007206,2026-05-26 09:56:12,Billing,P03517,8,234,answered,R01
C007207,2026-05-26 10:02:17,Main,P03001,7,172,answered,R03
C007208,2026-05-26 10:06:42,New Patients,P03547,17,510,answered,R01
C007209,2026-05-26 10:19:16,New Patients,P03456,14,189,answered,R03
C007210,2026-05-26 10:39:09,Billing,P01614,11,412,answered,R04
C007211,2026-05-26 10:40:36,Main,P03686,19,188,answered,R02
C007211,2026-05-26 10:40:36,Main,P03686,19,188,answered,R02
C007212,2026-05-26 10:44:15,New Patients,P02221,4,215,answered,R02
C007213,2026-05-26 10:51:41,New Patients,P00960,11,196,ANSWERED,R02
C007214,2026-05-26 10:51:03,Main,P00383,14,135,answered,R03
C007215,2026-05-26 11:02:02,Main,P00320,14,135,ANSWERED,R04
C007216,2026-05-26 11:14:17,Main,P03559,10,173,answered,R04
C007217,2026-05-26 11:19:17,Billing,P03536,15,516,ANSWERED,R01
C007218,2026-05-26 11:58:41,New Patients,P01542,10,164,Answered,R03
C007219,2026-05-26 12:04:41,Main,P02982,12,230,ANSWERED,R01
C007220,2026-05-26 12:36:49,Main,P02658,17,340,ANSWERED,R04
C007221,2026-05-26 12:37:02,Main ,P02138,91,0,VOICEMAIL,
C007222,2026-05-26 12:43:00,New Patients,P00313,8,271,answered,R04
C007223,2026-05-26 12:43:58,New Patients,P00722,18,0,VOICEMAIL,
C007224,2026-05-26 12:46:59,Main,P01788,48,0,abandoned,
C007225,2026-05-26 12:51:42,Billing,P01620,4,315,ANSWERED,R04
C007226,2026-05-26 13:00:32,Main,P01458,13,147,answered,R04
C007227,2026-05-26 13:04:35,Main,P02474,6,162,answered,R04
C007228,2026-05-26 13:10:40,Main,P00896,10,172,ANSWERED,R04
C007229,2026-05-26 13:18:42,Main,P02067,,250,Answered,R04
C007230,2026-05-26 13:19:28,New Patients ,P00813,30,0,ABANDONED,
C007231,2026-05-26 13:27:28,New Patients ,P03219,14,203,ANSWERED,R04
C007232,2026-05-26 14:23:50,Main,P03900,17,299,ANSWERED,R01
C007233,2026-05-26 14:35:48,New Patients ,P00155,14,501,ANSWERED,R02
C007234,2026-05-26 15:10:21,New Patients,P02486,,347,Answered,R04
C007235,2026-05-26 15:36:54,Main,P01161,5,161,answered,R03
C007236,2026-05-26 15:46:58,Main,P03457,10,190,ANSWERED,R02
C007237,2026-05-26 16:01:22,Main,P02252,20,189,answered,R02
C007238,2026-05-26 16:02:17,Billing ,P01725,,110,answered,R03
C007239,2026-05-26 16:03:28,Main,P03082,17,325,answered,R01
C007240,2026-05-26 16:13:06,Billing,P01123,3,226,answered,R01
C007241,2026-05-26 16:21:25,Billing,P00334,7,240,answered,R03
C007242,2026-05-26 16:21:49,New Patients,P01380,6,470,ANSWERED,R02
C007243,2026-05-26 16:26:57,Main,P02470,,96,ANSWERED,R04
C007244,2026-05-26 17:02:59,Billing,P00889,12,252,answered,R03
C007245,2026-05-26 17:41:19,New Patients,P00997,7,242,ANSWERED,R03
C007246,2026-05-26 17:43:36,Main,P03704,13,115,answered,R04
C007247,2026-05-26 17:48:21,New Patients,P04180,21,365,Answered,R03
C007248,2026-05-26 17:49:22,New Patients,P02540,15,387,answered,R04
C007249,2026-05-27 08:02:53,Main,P01721,6,287,answered,R01
C007250,2026-05-27 08:15:23,Main,P03336,18,462,Answered,R01
C007251,2026-05-27 08:21:57,New Patients,P01979,,367,answered,R02
C007252,2026-05-27 08:32:03,New Patients,P03381,6,190,ANSWERED,R02
C007253,2026-05-27 08:34:27,Main,P00167,10,183,Answered,R01
C007254,2026-05-27 08:36:02,Main,P02942,16,332,ANSWERED,R02
C007255,2026-05-27 08:40:24,Main,P00567,,229,ANSWERED,R01
C007256,2026-05-27 08:42:22,Billing,P01885,61,0,VOICEMAIL,
C007257,2026-05-27 08:45:07,New Patients,P00233,15,513,answered,R02
C007258,2026-05-27 08:46:33,Main,P00961,23,209,Answered,R01
C007259,2026-05-27 08:48:27,Main,P02240,67,0,VOICEMAIL,
C007260,2026-05-27 08:55:37,Main,P00683,23,174,ANSWERED,R01
C007261,2026-05-27 09:05:32,Main,P00475,9,548,answered,R02
C007262,2026-05-27 09:07:25,Main,P02949,10,155,answered,R01
C007263,2026-05-27 09:12:46,New Patients,P00930,19,181,answered,R01
C007264,2026-05-27 09:23:53,New Patients,P00075,12,105,answered,R01
C007265,2026-05-27 09:29:45,Main,P00294,5,123,ANSWERED,R01
C007266,2026-05-27 09:31:04,Main,P03731,15,129,ANSWERED,R03
C007267,2026-05-27 09:33:23,Main,P02481,,84,ANSWERED,R02
C007268,2026-05-27 09:36:35,Main,P01820,10,117,answered,R01
C007269,2026-05-27 09:51:59,New Patients,P03633,9,423,answered,R03
C007270,2026-05-27 09:55:50,Main,P00515,15,253,ANSWERED,R01
C007271,2026-05-27 09:57:58,New Patients,P04060,8,241,answered,R04
C007272,2026-05-27 10:02:10,New Patients,P02735,12,450,ANSWERED,R04
C007273,2026-05-27 10:11:46,Main,P01309,,110,answered,R02
C007274,2026-05-27 10:18:47,New Patients ,P01221,22,371,Answered,R03
C007275,2026-05-27 10:25:02,New Patients,P01594,11,63,answered,R04
C007276,2026-05-27 10:30:03,Main,P01217,5,279,answered,R02
C007277,2026-05-27 10:34:06,New Patients,P02480,7,428,answered,R01
C007278,2026-05-27 10:37:27,New Patients,P04174,14,402,ANSWERED,R02
C007279,2026-05-27 10:58:04,Billing ,P03699,15,284,ANSWERED,R01
C007280,2026-05-27 11:09:09,Main,P03393,12,306,ANSWERED,R02
C007281,2026-05-27 11:12:58,New Patients,P03868,,416,ANSWERED,R03
C007282,2026-05-27 11:26:08,Main,P03784,17,93,Answered,R02
C007283,2026-05-27 11:32:54,Main,P00229,17,163,ANSWERED,R01
C007284,2026-05-27 11:32:43,Main,P01456,3,157,ANSWERED,R04
C007285,2026-05-27 11:39:20,Billing,P03761,9,176,answered,R02
C007286,2026-05-27 12:10:13,New Patients,P03849,3,486,answered,R03
C007287,2026-05-27 12:26:42,Main,P00905,20,176,answered,R03
C007288,2026-05-27 12:33:42,New Patients,P00281,9,310,answered,R04
C007289,2026-05-27 12:38:08,Main,P02437,21,0,abandoned,
C007290,2026-05-27 12:47:59,Main,P00376,,207,ANSWERED,R04
C007291,2026-05-27 12:52:16,New Patients,P00182,49,0,voicemail,
C007292,2026-05-27 12:56:40,New Patients,P02611,,207,Answered,R04
C007293,2026-05-27 12:59:27,New Patients,P01675,52,0,Voicemail,
C007294,2026-05-27 13:00:10,Main,P01957,11,305,Answered,R04
C007295,2026-05-27 13:08:53,New Patients,P01589,9,182,Answered,R04
C007296,2026-05-27 13:08:06,New Patients,P03739,56,0,voicemail,
C007297,2026-05-27 13:11:14,New Patients,P01738,19,0,abandoned,
C007298,2026-05-27 13:13:28,Billing,P03175,12,320,Answered,R04
C007299,2026-05-27 13:26:31,New Patients,P03536,,314,answered,R04
C007300,2026-05-27 14:57:02,Main,P02219,,150,answered,R01
C007301,2026-05-27 15:00:41,Main,P01763,12,88,ANSWERED,R02
C007302,2026-05-27 15:07:36,Billing,P03303,5,224,answered,R02
C007303,2026-05-27 15:27:52,New Patients,P02121,9,273,answered,R02
C007304,2026-05-27 15:42:24,Main ,P02292,5,117,answered,R01
C007305,2026-05-27 15:44:43,Main,P03902,16,185,answered,R02
C007306,2026-05-27 16:08:38,New Patients,P04115,6,416,answered,R04
C007307,2026-05-27 16:14:43,New Patients,P01029,10,319,answered,R02
C007308,2026-05-27 16:21:46,Main,P04146,13,221,answered,R01
C007309,2026-05-27 16:33:07,New Patients,P01753,28,308,Answered,R04
C007310,2026-05-27 16:34:42,Main,P00661,7,260,answered,R03
C007311,2026-05-27 16:37:51,Billing,P01566,35,0,voicemail,
C007312,2026-05-27 16:40:48,New Patients,P01744,,202,Answered,R04
C007313,2026-05-27 16:44:13,New Patients,P02516,13,280,ANSWERED,R03
C007314,2026-05-27 16:45:15,Main,P02148,11,80,Answered,R04
C007315,2026-05-27 16:50:27,Main,P03750,3,139,ANSWERED,R04
C007316,2026-05-27 16:55:25,Main,P02520,14,92,ANSWERED,R04
C007317,2026-05-27 17:03:19,Billing,P00364,10,448,answered,R03
C007318,2026-05-27 17:04:33,Main,P01658,9,205,answered,R04
C007319,2026-05-27 17:07:27,Main ,P00588,20,0,ABANDONED,
C007320,2026-05-27 17:08:53,New Patients,P02986,73,0,voicemail,
C007321,2026-05-27 17:26:21,Main,P01206,6,136,Answered,R04
C007322,2026-05-27 17:47:44,Billing,P02408,11,235,Answered,R03
C007323,2026-05-27 17:50:28,Billing,P02321,12,176,answered,R04
C007324,2026-05-28 08:27:52,Main,P03130,,127,Answered,R01
C007325,2026-05-28 08:27:05,Billing,P00631,11,229,answered,R02
C007326,2026-05-28 08:31:19,Main,P01423,,179,answered,R01
C007327,2026-05-28 08:33:34,Billing,P00582,,141,ANSWERED,R02
C007328,2026-05-28 08:36:14,Main,P03341,4,267,ANSWERED,R01
C007329,2026-05-28 08:38:50,Main ,P02684,12,82,answered,R02
C007330,2026-05-28 08:45:18,New Patients,P02745,11,474,ANSWERED,R01
C007331,2026-05-28 08:53:25,Main,P03474,5,234,answered,R02
C007332,2026-05-28 08:56:19,Main,P00356,11,264,answered,R01
C007333,2026-05-28 09:05:05,Main,P00632,7,167,answered,R01
C007334,2026-05-28 09:07:59,New Patients,P02747,7,448,answered,R02
C007335,2026-05-28 09:10:27,New Patients,P00747,11,314,ANSWERED,R01
C007336,2026-05-28 09:13:55,Main,P04186,23,0,abandoned,
C007337,2026-05-28 09:24:32,New Patients,P02067,9,363,answered,R02
C007338,2026-05-28 09:28:09,Billing,P02403,10,198,ANSWERED,R01
C007339,2026-05-28 09:40:14,New Patients,P00880,12,216,ANSWERED,R01
C007339,2026-05-28 09:40:14,New Patients,P00880,12,216,ANSWERED,R01
C007340,2026-05-28 09:46:34,Main,P04131,12,131,answered,R01
C007341,2026-05-28 09:55:31,Main,P03664,16,289,Answered,R03
C007341,2026-05-28 09:55:31,Main,P03664,16,289,Answered,R03
C007342,2026-05-28 09:57:55,Main,P00466,5,164,answered,R02
C007343,2026-05-28 09:59:50,Billing,P01197,5,333,answered,R01
C007344,2026-05-28 10:06:00,Billing,P03553,5,185,Answered,R01
C007345,2026-05-28 10:06:09,Billing,P00060,,568,ANSWERED,R02
C007346,2026-05-28 10:07:59,Billing,P03436,9,235,ANSWERED,R04
C007347,2026-05-28 10:07:19,Main,P02967,8,88,ANSWERED,R03
C007348,2026-05-28 10:09:53,Billing,P00516,85,0,voicemail,
C007349,2026-05-28 10:12:59,Main,P04180,,203,Answered,R03
C007350,2026-05-28 10:16:08,New Patients,P02564,,272,answered,R01
C007351,2026-05-28 10:32:15,Main,P03325,8,126,ANSWERED,R02
C007352,2026-05-28 10:34:30,Main,P03835,,306,ANSWERED,R01
C007353,2026-05-28 10:37:05,Main,P03441,,182,answered,R04
C007354,2026-05-28 10:57:10,Main,P00438,3,420,answered,R01
C007355,2026-05-28 10:58:18,Main,P02775,19,98,answered,R03
C007356,2026-05-28 11:01:21,New Patients,P00760,17,193,Answered,R03
C007357,2026-05-28 11:03:13,New Patients,P00335,12,299,answered,R04
C007358,2026-05-28 11:28:11,Main,P02762,5,269,Answered,R02
C007359,2026-05-28 11:46:05,Main,P01680,18,288,answered,R04
C007360,2026-05-28 12:11:25,Billing,P02981,4,206,answered,R02
C007361,2026-05-28 12:14:18,Main,P00404,14,489,answered,R03
C007362,2026-05-28 12:14:54,Main,P03311,7,165,ANSWERED,R04
C007363,2026-05-28 12:34:51,New Patients,P01446,13,467,answered,R04
C007364,2026-05-28 12:34:49,New Patients ,P01271,33,0,abandoned,
C007365,2026-05-28 12:51:10,Main,P03885,13,96,answered,R04
C007366,2026-05-28 13:03:52,New Patients,P00854,13,522,Answered,R04
C007367,2026-05-28 13:06:30,Main,P01946,7,0,abandoned,
C007367,2026-05-28 13:06:30,Main,P01946,7,0,abandoned,
C007368,2026-05-28 13:10:14,Main,P03039,14,0,abandoned,
C007369,2026-05-28 13:12:34,Main,P01971,35,0,VOICEMAIL,
C007370,2026-05-28 13:18:00,New Patients,P03520,5,254,ANSWERED,R04
C007371,2026-05-28 13:27:02,New Patients,P03870,3,232,ANSWERED,R04
C007372,2026-05-28 13:29:08,New Patients ,P02078,63,0,voicemail,
C007373,2026-05-28 13:52:19,Main,P01708,9,133,answered,R03
C007374,2026-05-28 13:57:21,Main,P02260,6,130,answered,R01
C007375,2026-05-28 14:03:39,Main,P02058,12,137,ANSWERED,R01
C007376,2026-05-28 14:04:43,Main,P00078,14,161,answered,R03
C007377,2026-05-28 14:05:12,Main,P01341,4,106,answered,R02
C007378,2026-05-28 14:18:44,New Patients,P01356,8,234,ANSWERED,R03
C007379,2026-05-28 14:43:23,Main,P00225,8,182,Answered,R02
C007380,2026-05-28 14:48:03,New Patients,P02165,,502,answered,R04
C007381,2026-05-28 14:51:37,Main,P02078,18,69,ANSWERED,R03
C007382,2026-05-28 14:58:43,Billing,P01816,7,225,answered,R01
C007383,2026-05-28 15:03:41,New Patients,P02941,12,329,Answered,R01
C007384,2026-05-28 15:26:12,Main,P02627,5,231,ANSWERED,R02
C007385,2026-05-28 15:36:35,New Patients,P03895,9,269,ANSWERED,R03
C007386,2026-05-28 15:40:20,Main,P02818,4,254,Answered,R01
C007387,2026-05-28 15:44:46,Main,P04123,14,191,ANSWERED,R03
C007388,2026-05-28 16:10:16,Billing ,P00512,4,450,answered,R02
C007389,2026-05-28 16:15:55,Main,P02863,3,561,Answered,R04
C007390,2026-05-28 16:17:05,New Patients ,P00576,18,407,ANSWERED,R01
C007391,2026-05-28 16:17:05,Billing,P00858,21,404,ANSWERED,R03
C007392,2026-05-28 16:33:50,New Patients,P03733,18,408,ANSWERED,R03
C007393,2026-05-28 16:41:06,New Patients,P02036,12,152,answered,R03
C007394,2026-05-28 16:44:34,Main,P00453,8,60,Answered,R04
C007395,2026-05-28 16:51:55,New Patients,P03926,14,310,answered,R03
C007396,2026-05-28 17:11:33,Billing,P00435,5,252,ANSWERED,R03
C007397,2026-05-28 17:14:56,Billing,P00633,14,420,Answered,R04
C007398,2026-05-28 17:33:17,Main,P01974,,128,answered,R03
C007399,2026-05-28 17:44:33,New Patients,P02547,18,198,ANSWERED,R04
C007400,2026-05-28 17:49:11,Main,P03830,4,114,ANSWERED,R03
